second,Volt,Volt
-136.4000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-136.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-135.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-135.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-134.8000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-134.4000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-134.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-133.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-133.2000E-09,+4.7437185421585E+00,+4.9045225605369E+00
-132.8000E-09,+4.6633165329695E+00,+4.9045225605369E+00
-132.4000E-09,+4.6633165329695E+00,+4.9045225605369E+00
-132.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-131.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-131.2000E-09,+4.7437185421585E+00,+4.9045225605369E+00
-130.8000E-09,+4.6633165329695E+00,+4.9045225605369E+00
-130.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-130.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-129.6000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-129.2000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-128.8000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-128.4000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-128.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-127.6000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-127.2000E-09,+4.8241205513477E+00,+4.9849245697260E+00
-126.8000E-09,+4.7437185421586E+00,+4.9849245697259E+00
-126.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-126.0000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-125.6000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-125.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-124.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-124.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-124.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-123.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-123.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-122.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-122.4000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-122.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-121.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-121.2000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-120.8000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-120.4000E-09,+4.7437185421585E+00,+4.9849245697259E+00
-120.0000E-09,+4.6633165329695E+00,+4.9045225605369E+00
-119.6000E-09,+4.6633165329696E+00,+4.9045225605369E+00
-119.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-118.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-118.4000E-09,+4.7437185421586E+00,+4.9045225605370E+00
-118.0000E-09,+4.7437185421586E+00,+4.9849245697259E+00
-117.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-117.2000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-116.8000E-09,+4.8241205513476E+00,+4.9045225605369E+00
-116.4000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-116.0000E-09,+4.8241205513476E+00,+4.9045225605369E+00
-115.6000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-115.2000E-09,+4.8241205513476E+00,+4.9045225605369E+00
-114.8000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-114.4000E-09,+4.8241205513476E+00,+4.9045225605369E+00
-114.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-113.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-113.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-112.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-112.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-112.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-111.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-111.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-110.8000E-09,+4.7437185421585E+00,+4.9045225605369E+00
-110.4000E-09,+4.6633165329695E+00,+4.9045225605368E+00
-110.0000E-09,+4.6633165329696E+00,+4.8241205513477E+00
-109.6000E-09,+4.7437185421586E+00,+4.8241205513477E+00
-109.2000E-09,+4.7437185421586E+00,+4.8241205513477E+00
-108.8000E-09,+4.7437185421586E+00,+4.8241205513478E+00
-108.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-108.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-107.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-107.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-106.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-106.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-106.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-105.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-105.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-104.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-104.4000E-09,+4.7437185421586E+00,+4.9045225605368E+00
-104.0000E-09,+4.7437185421586E+00,+4.8241205513479E+00
-103.6000E-09,+4.7437185421586E+00,+4.9045225605368E+00
-103.2000E-09,+4.7437185421586E+00,+4.8241205513479E+00
-102.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-102.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-102.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-101.6000E-09,+4.7437185421585E+00,+4.9045225605369E+00
-101.2000E-09,+4.6633165329695E+00,+4.9045225605369E+00
-100.8000E-09,+4.6633165329695E+00,+4.9045225605369E+00
-100.4000E-09,+4.6633165329696E+00,+4.9045225605369E+00
-100.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
